cause_medium,region_name,year,age_name,sex_name,death_abs,death_rate,YLL_abs,YLL_rate,YLD_abs,YLD_rate,DALY_abs,DALY_rate
Tuberculosis,Eastern sub-Saharan Africa,2010,60-64 years,Male,"6,776",233.2,"172,846","5,948.90","10,387",357.5,"183,233","6,306.40"
Tuberculosis,Eastern sub-Saharan Africa,2010,60-64 years,Female,"3,862",116.7,"98,368","2,971.80","6,797",205.3,"105,165","3,177.20"
Tuberculosis,Eastern sub-Saharan Africa,2010,60-64 years,Both,"10,638",171.2,"271,214","4,363.50","17,184",276.5,"288,398","4,639.90"
Tuberculosis,Eastern sub-Saharan Africa,2010,65-69 years,Male,"6,427",306.1,"135,600","6,457.30","10,163",484,"145,763","6,941.30"
Tuberculosis,Eastern sub-Saharan Africa,2010,65-69 years,Female,"4,201",171.8,"88,466","3,617.30","6,699",273.9,"95,165","3,891.20"
Tuberculosis,Eastern sub-Saharan Africa,2010,65-69 years,Both,"10,628",233.8,"224,066","4,929.30","16,862",371,"240,928","5,300.20"
Tuberculosis,Eastern sub-Saharan Africa,2010,70-74 years,Male,"5,150",360.3,"86,935","6,081.50","3,348",234.2,"90,283","6,315.70"
Tuberculosis,Eastern sub-Saharan Africa,2010,70-74 years,Female,"3,243",189.4,"54,642","3,190.30","2,240",130.8,"56,882","3,321.00"
Tuberculosis,Eastern sub-Saharan Africa,2010,70-74 years,Both,"8,393",267.1,"141,577","4,505.60","5,588",177.8,"147,165","4,683.40"
Tuberculosis,Eastern sub-Saharan Africa,2010,75-79 years,Male,"3,890",449.4,"50,368","5,818.30","3,267",377.4,"53,635","6,195.60"
Tuberculosis,Eastern sub-Saharan Africa,2010,75-79 years,Female,"2,545",235.9,"32,883","3,047.70","2,186",202.6,"35,069","3,250.30"
Tuberculosis,Eastern sub-Saharan Africa,2010,75-79 years,Both,"6,435",330.9,"83,252","4,281.00","5,453",280.4,"88,705","4,561.40"
Tuberculosis,Eastern sub-Saharan Africa,2010,80+ years,Male,"2,769",494.3,"21,183","3,781.10",674,120.2,"21,856","3,901.30"
Tuberculosis,Eastern sub-Saharan Africa,2010,80+ years,Female,"1,770",229.9,"13,027","1,692.10",454,58.9,"13,480","1,751.00"
Tuberculosis,Eastern sub-Saharan Africa,2010,80+ years,Both,"4,539",341.3,"34,210","2,572.00","1,127",84.7,"35,337","2,656.70"
Tuberculosis,Eastern sub-Saharan Africa,2010,All ages,Male,"80,525",45.5,"3,316,263","1,872.90","279,271",157.7,"3,595,533","2,030.60"
Tuberculosis,Eastern sub-Saharan Africa,2010,All ages,Female,"51,743",29,"2,243,904","1,258.30","156,333",87.7,"2,400,236","1,345.90"
Tuberculosis,Eastern sub-Saharan Africa,2010,All ages,Both,"132,268",37.2,"5,560,166","1,564.50","435,603",122.6,"5,995,770","1,687.10"
HIV-TB,Eastern sub-Saharan Africa,1990,28-364 days,Male,783,19.6,"67,133","1,682.70",25,0.6,"67,159","1,683.30"
